OBJECTID_1	OBJECTID	Shape_Leng	ORIG_FID	MBG_Diameter	Shape_Length	Shape_Area	OBJECTID_12	IN_FID	NEAR_FID	NEAR_DIST	NEAR_RANK	OBJECTID_12_13	OBJECTID_12_13_14	Shape_Leng_1	ORIG_FID_1	RASTERVALU	X	Y
567	321	16.17213127	567	6.768068387	21.26261324	35.97687318	71	2	567	772312.9722	71	567	155	51.04831382	567	-1955	-5935499	1024160.938
568	322	14.73920126	568	5.524147385	17.35478614	23.9678274	187	2	568	772499.2069	187	568	156	25.87022429	568	-1928	-5935679	1024192.688
569	323	18.76120059	569	7.283609482	22.88210425	41.66602362	167	2	569	772475.2387	167	569	157	9.404211313	569	-1928	-5935641.5	1024214.313
570	324	19.05359744	570	8.539598194	26.82763047	57.2736376	184	2	570	772497.7458	184	570	158	26.73156619	570	-1928	-5935667.5	1024213.875
571	325	19.3379413	571	7.4084	23.27417501	43.10609954	162	2	571	772464.371	162	571	159	21.27884243	571	-1928	-5935627	1024227.875
572	326	25.06393869	572	10.64927374	33.45576264	89.07011327	174	2	572	772483.0976	174	572	160	23.44299153	572	-1928	-5935630.5	1024270
573	327	29.0254331	573	12.31750339	38.69688167	119.1631774	264	2	573	772606.2771	264	573	161	33.66789161	573	-1928	-5935701.5	1024424.688
574	328	17.11550057	574	5.44812258	17.11557495	23.31165577	279	2	574	772644.5517	279	574	162	49.23940097	574	-1928	-5935735	1024446.625
575	329	18.49032125	575	6.693593123	21.02825043	35.18814856	235	2	575	772571.1757	235	575	163	36.57349818	575	-1928	-5935649	1024467.813
576	330	454.3423578	576	151.5035227	475.9625968	18027.51172	65	2	576	772288.6147	65	576	164	301.2228468	576	-1975	-5935370.5	1024533.875
577	331	36.88058361	577	11.73955307	36.88060872	108.2396295	97	2	577	772376.5972	97	577	165	25.68539716	577	-1975	-5935418	1024540.375
578	332	19.041953	578	6.061334542	19.04255042	28.85628138	85	2	578	772349.743	85	578	166	60.91689329	578	-1975	-5935377	1024590.313
579	333	16.82289883	579	5.354984161	16.82311262	22.52178666	87	2	579	772359.3567	87	579	167	21.9336819	579	-1975	-5935386	1024575.688
580	334	24.73865379	580	7.874651123	24.73874878	48.7018655	104	2	580	772384.176	104	580	168	32.46823588	580	-1975	-5935399.5	1024612.563
581	335	75.69401893	581	35.24103904	110.7131809	975.4135695	113	2	581	772392.1612	113	581	169	23.79339267	581	-1975	-5935403.5	1024621.875
582	336	65.12472955	582	26.97166176	84.73378041	571.351408	121	2	582	772404.5356	121	582	170	19.58368559	582	-1975	-5935414.5	1024625.25
583	337	8.08941941	583	2.575001064	8.089377471	5.2073928	125	2	583	772411.7908	125	583	171	26.02690243	583	-1975	-5935424	1024621
584	338	18.27924189	584	7.139327006	22.42877243	40.03143375	134	2	584	772427.323	134	584	172	17.67442327	584	-1975	-5935437.5	1024624.813
585	339	10.69896352	585	3.710792907	11.65782202	10.81496148	84	2	585	772346.827	84	585	173	111.1460622	585	-1975	-5935363	1024635.938
586	340	8.643972696	586	3.041202901	9.554211581	7.264067067	105	2	586	772384.2788	105	586	174	77.37510027	586	-1975	-5935393.5	1024643.438
587	341	10.1287408	587	3.224175988	10.12880888	8.164073179	94	2	587	772375.0455	94	587	175	61.23372486	587	-1975	-5935370	1024675.188
588	342	10.06257584	588	3.203108761	10.06311844	8.058520307	100	2	588	772380.4047	100	588	176	34.90928982	588	-1975	-5935365.5	1024693
589	343	8.463640833	589	2.694176548	8.464152605	5.701079613	119	2	589	772399.7731	119	589	177	36.24582708	589	-1975	-5935377.5	1024715.188
590	344	11.0441122	590	4.155908816	13.05614491	13.56500815	131	2	590	772422.7669	131	590	178	26.44161444	590	-1975	-5935419	1024660.563
591	345	9.428556515	591	3.526294827	11.07819817	9.766262551	224	2	591	772548.7041	224	591	179	100.3210292	591	-1975	-5935507.5	1024791.625
592	346	6.952934523	592	2.521080348	7.919955076	4.991551684	165	2	592	772469.6364	165	592	180	64.75770947	592	-1975	-5935442.5	1024751.375
593	347	5.575023077	593	2.336529121	7.340645399	4.288038013	166	2	593	772474.5457	166	593	181	153.6588613	593	-1975	-5935468.5	1024717.063
594	348	9.970600045	594	4.314166786	13.55345903	14.61808324	160	2	594	772463.1891	160	594	182	39.69740349	594	-1975	-5935446.5	1024708.875
595	349	12.38521625	595	5.227311175	16.42236144	21.46156305	159	2	595	772461.8529	159	595	183	48.90976097	595	-1975	-5935440	1024722
596	350	11.99527981	596	5.500133592	17.27938791	23.76002235	169	2	596	772476.4066	169	596	184	78.4260587	596	-1975	-5935476	1024684.063
597	351	14.39620878	597	5.395632029	16.95077732	22.86490352	186	2	597	772498.9418	186	597	185	132.4577112	597	-1975	-5935496.5	1024696.75
598	352	15.65708929	598	6.52608208	20.50203366	33.44906792	173	2	598	772482.6861	173	598	186	35.28071865	598	-1975	-5935483	1024663.563
599	353	16.66384119	599	5.304354791	16.66440611	22.09885729	146	2	599	772439.3575	146	599	187	54.0526196	599	-1975	-5935424.5	1024707.563
600	354	92.32354047	600	32.01519443	100.5787171	805.0119361	138	2	600	772430.4922	138	600	188	129.7507183	600	-1975	-5935442	1024683.25
601	355	83.36608352	601	29.80580728	93.63799647	697.7411898	188	2	601	772499.5064	188	601	189	39.27288812	601	-1975	-5935468.5	1024748.875
602	356	62.22887781	602	27.22879652	85.54148389	582.2958506	196	2	602	772512.2714	196	602	190	102.6264119	602	-1975	-5935494	1024753.75
603	357	13.46970109	603	4.344190057	13.64739265	14.82140961	197	2	603	772514.0063	197	603	191	24.19477672	603	-1975	-5935476.5	1024762.625
604	358	15.38104891	604	6.413448	20.14829033	32.30476131	203	2	604	772524.2122	203	604	192	30.28653919	604	-1975	-5935486.5	1024768.125
605	359	23.31970008	605	8.738786306	27.45343572	59.9768347	215	2	605	772538.4033	215	605	193	18.43070204	605	-1975	-5935495.5	1024775.938
606	360	9.619278525	606	3.571238754	11.21925568	10.01655147	262	2	606	772605.8164	262	606	194	29.25380154	606	-1947	-5935573.5	1024761.875
607	361	31.88444277	607	12.42808603	39.04402766	121.31077	149	2	607	772443.4991	149	607	195	63.30800939	607	-1975	-5935411.5	1024756.813
608	362	10.38492696	608	4.273488295	13.42528205	14.34290007	142	2	608	772437.7855	142	608	196	27.96586149	608	-1975	-5935408.5	1024734.063
609	363	10.75502725	609	4.732995646	14.86884387	17.5931878	255	2	609	772594.6535	255	609	197	27.66854298	609	-1947	-5935616.5	1024614.125
610	364	12.35425592	610	4.724695166	14.84276865	17.5315362	263	2	610	772605.8855	263	610	198	119.1302777	610	-1947	-5935623	1024661.5
611	365	15.13842292	611	6.8792	21.61164418	37.16770567	56	2	611	772249.1712	56	611	199	37.86784997	611	-1955	-5935339.5	1024407.313
612	366	14.09524762	612	6.398397132	20.10085227	32.15282077	68	2	612	772297.1383	68	612	200	34.4088966	612	-1955	-5935390.5	1024399.375
613	367	20.44669943	613	8.611302538	27.05351098	58.24215111	55	2	613	772245.3537	55	613	201	47.49240972	613	-1955	-5935332.5	1024421.875
614	368	12.70364709	614	5.42339357	17.0381136	23.10112632	57	2	614	772250.0614	57	614	202	124.5710914	614	-1955	-5935339.5	1024448.25
615	369	33.6598623	615	13.7584	43.22328836	148.6708226	62	2	615	772272.9727	62	615	203	231.4718703	615	-1955	-5935380.5	1024437
616	370	22.22760941	616	8.827345821	27.73209499	61.20057385	74	2	616	772321.3233	74	616	204	18.61922418	616	-1955	-5935382.5	1024479.813
617	371	17.22781882	617	7.060237823	22.18027245	39.14928989	221	2	617	772545.3668	221	617	205	39.95003917	617	-1931	-5935886	1023771.063
618	372	20.74381878	618	7.62	23.93893602	45.60367311	213	2	618	772535.2672	213	618	206	185.9385741	618	-1931	-5935865.5	1023872.188
619	374	337.2062014	619	113.7939086	357.4942501	10170.17107	254	2	619	772592.5863	254	619	207	152.0382507	619	-1931	-5935929	1023832
620	375	69.44438058	620	27.1772641	85.37969186	580.0952404	291	2	620	772658.7596	291	620	208	37.11791359	620	-1931	-5935956.5	1023893.688
621	376	49.18108549	621	17.96051224	56.42488902	253.3562154	120	2	621	772404.2755	120	621	209	30.93631835	621	-1931	-5935747.5	1023744.938
622	378	55.54160843	622	24.03569769	75.51006438	453.7324259	198	2	622	772515.3376	198	622	210	31.87701424	622	-1946	-5936001.5	1023386.125
623	379	57.17328676	623	24.08296671	75.65866172	455.5199961	297	2	623	772684.0673	297	623	211	20.06152345	623	-1938	-5936146.5	1023458.25
624	380	39.93593476	624	17.40695459	54.68570332	237.9785094	434	2	624	772878.3292	434	624	212	167.0530402	624	-1928	-5935975	1024503.125
625	381	54.84375298	625	23.151	72.73101152	420.9489119	439	2	625	772887.496	439	625	213	38.65999765	625	-1947	-5935951	1024538.688
626	382	71.05095985	626	29.11155578	91.45647454	665.6087897	555	2	626	773016.062	555	626	214	28.69291495	626	-1927	-5936025.5	1024693.188
627	383	152.9266352	627	55.58855843	174.6365023	2426.9464	570	2	627	773047.4453	570	627	215	105.7595684	627	-1927	-5936063.5	1024684.063
628	384	78.30822905	628	33.93771616	106.6187432	904.6013954	662	2	628	773257.6839	662	628	216	63.59928786	628	-1890	-5936449.5	1024237.875
629	385	37.2314931	629	15.78232394	49.58187189	195.6302337	661	2	629	773257.2441	661	629	217	6.649684487	629	-1890	-5936458.5	1024197.625
630	386	42.75902375	630	18.84973286	59.2183932	279.063717	528	2	630	772975.6645	528	630	218	23.97563989	630	-1908	-5936233	1024028.875
631	387	28.09341154	631	8.942499445	28.09349249	62.80606744	3	2	631	771982.7586	3	631	219	40.85757092	631	-1949	-5935334	1023695
632	388	20.17209912	632	6.421080745	20.17218175	32.38141934	7	2	632	772025.2298	7	632	220	63.8804609	632	-1949	-5935361.5	1023761.25
633	389	12.66068133	633	4.030091793	12.66070484	12.75574723	8	2	633	772039.3418	8	633	221	30.07735061	633	-1949	-5935384.5	1023706.25
634	390	40.67881311	634	17.4626	54.86037587	239.5011999	2	2	634	771972.9279	2	634	222	35.93161977	634	-1949	-5935358	1023599.25
635	391	15.26272827	635	5.187495142	16.29701189	21.1351873	19	2	635	772128.6868	19	635	223	26.63199131	635	-1949	-5935467.5	1023732.75
636	392	16.80078838	636	7.143044058	22.44071048	40.07405976	298	2	636	772684.4831	298	636	224	28.89319024	636	-1928	-5935841.5	1024264
637	393	9.310124918	637	3.7042	11.63708751	10.77652488	290	2	637	772658.6543	290	637	225	67.34588403	637	-1928	-5935809	1024297.875
638	394	72.89398988	638	29.36952626	92.2673196	677.4635674	277	2	638	772641.3641	277	638	226	24.29821303	638	-1928	-5935783	1024304.438
639	395	9.404055121	639	2.99350692	9.404128442	7.037643125	333	2	639	772763.6901	333	639	227	51.29882172	639	-1928	-5935876	1024403.188
640	396	10.72256993	640	3.413189662	10.72256989	9.149300822	668	2	640	773371.6348	668	640	228	64.4773718	640	-1927	-5936344	1024832.188
641	397	21.88131691	641	6.965122121	21.88187073	38.10298783	243	2	641	772576.6487	243	641	229	42.74966577	641	-1928	-5935803.5	1024080.625
642	398	24.93239996	642	10.10098856	31.73322739	80.13433247	211	2	642	772534.6492	211	642	230	24.75120764	642	-1928	-5935757	1024075.375
643	399	60.00100422	643	21.16850569	66.50311825	351.9444772	590	2	643	773073.1824	590	643	231	39.41042428	643	-1890	-5936234.5	1024299.563
644	400	38.81578136	644	14.65584071	46.04286777	168.6999164	90	2	644	772367.0121	90	644	232	31.78413539	644	-1946	-5935780.5	1023559.063
645	401	12.98367639	645	4.132905761	12.98420244	13.41592717	171	2	645	772480.3118	171	645	233	86.88899956	645	-1931	-5935885.5	1023625.5
646	402	13.29941972	646	4.23343398	13.29954465	14.0754951	531	2	646	772979.3404	531	646	234	40.00873267	646	-1908	-5936257.5	1023982.125
647	403	48.19065308	647	15.33965871	48.1907366	184.8065098	542	2	647	772997.0983	542	647	235	42.05626248	647	-1908	-5936265	1024011.563
648	404	53.67782265	648	17.08621409	53.6778804	229.28775	18	2	648	772122.55	18	648	236	55.91091354	648	-1949	-5935387	1023936.438
649	405	25.37865979	649	9.327838594	29.30446211	68.33727304	15	2	649	772108.2864	15	649	237	60.62451436	649	-1949	-5935387.5	1023890.25
650	406	45.49124935	650	14.4804	45.49126955	164.6820446	50	2	650	772226.8773	50	650	238	112.8054913	650	-1949	-5935508	1023944.813
651	407	94.21070798	651	38.9885729	122.4859852	1193.886208	52	2	651	772232.3352	52	651	239	35.34077249	651	-1955	-5935416	1024154.875
652	408	167.4149769	652	65.57218008	206.0011418	3376.987018	51	2	652	772229.376	51	652	240	28.37545549	652	-1955	-5935393.5	1024206.75
653	409	115.2723522	653	36.69242064	115.2723776	1057.403243	109	2	653	772387.4919	109	653	241	30.73942796	653	-1955	-5935495.5	1024364.063
654	410	50.59423296	654	19.87786926	62.44826461	310.3350898	110	2	654	772387.9317	110	654	242	18.26120036	654	-1955	-5935483	1024394.5
655	411	65.64291154	655	23.54591408	73.97162647	435.4321299	82	2	655	772341.2449	82	655	243	22.56738375	655	-1955	-5935460	1024333.375
656	412	18.36223225	656	7.058853845	22.17618839	39.13487406	350	2	656	772780.3104	350	656	244	38.2738723	656	-1947	-5935804.5	1024627.875
657	413	9.396379218	657	3.515647344	11.04458313	9.707084114	335	2	657	772770.2047	335	657	245	30.44090822	657	-1947	-5935787.5	1024644.375
658	414	74.06048914	658	34.02379328	106.888606	909.1864658	568	2	658	773043.4262	568	658	246	15.11088615	658	-1890	-5936166	1024387.25
659	415	17.00527499	659	7.750794118	24.34954218	47.18149914	573	2	659	773048.2445	573	659	247	9.82613921	659	-1890	-5936169	1024390.938
660	416	9.209235063	660	3.143231064	9.874654025	7.75950313	635	2	660	773183.7817	635	660	248	28.18039168	660	-1890	-5936341.5	1024312.813
661	417	21.84880374	661	9.03954372	28.39842679	64.17689475	425	2	661	772866.0162	425	661	249	48.44333249	661	-1908	-5936243	1023718.438
662	418	11.70191501	662	4.843940894	15.21756066	18.42808552	552	2	662	773007.7581	552	662	250	24.52272538	662	-1908	-5936381.5	1023725
663	419	9.116208185	663	3.321533147	10.4348	8.664797052	346	2	663	772777.2919	346	663	251	14.7267577	663	-1908	-5936194.5	1023584.688
664	420	34.30965638	664	13.10365631	41.1661735	134.8562678	627	2	664	773151.7443	627	664	252	16.17960243	664	-1890	-5936312	1024299.125
665	421	73.45369893	665	27.80405571	87.34884214	607.1618017	644	2	665	773208.5851	644	665	253	10.72218588	665	-1890	-5936362	1024319.875
666	422	12.46846223	666	3.968930456	12.46844862	12.37128968	630	2	666	773171.8053	630	666	254	11.36276824	666	-1890	-5936321.5	1024327.25
667	423	43.01110407	667	18.61586541	58.48357468	272.1810945	511	2	667	772964.2606	511	667	255	17.04069584	667	-1890	-5936072	1024419.063
668	424	59.32651697	668	26.49185455	83.22675842	551.2087404	130	2	668	772422.4326	130	668	256	35.69958795	668	-1975	-5935449.5	1024587.438
669	425	36.43199414	669	13.59611793	42.71372204	145.1860769	129	2	669	772420.5976	129	669	257	33.34537929	669	-1975	-5935451	1024570.75
