OBJECTID	ORIG_FID	MBG_Diameter	Shape_Length	Shape_Area	OBJECTID_1	IN_FID	NEAR_FID	NEAR_DIST	NEAR_RANK	OBJECTID_12	ORIG_FID_1	RASTERVALU	X	Y
38	40	12.97628991	40.76613642	132.2480396	276	2	40	875471.2213	276	38	40	-1193	-5721984	1310731.375
39	41	9.788475509	30.75123485	75.25151642	286	2	41	875480.2878	286	39	41	-1193	-5721994	1310730.125
40	42	10.76103723	33.80699271	90.95010731	282	2	42	875476.9621	282	40	42	-1193	-5721966	1310760.75
41	43	5.349749327	16.80657822	22.47753788	278	2	43	875473.5977	278	41	43	-1193	-5721968	1310749.625
42	44	15.31253887	48.10577307	184.1554315	317	2	44	875515.0368	317	42	44	-1193	-5722022.5	1310754.625
43	45	10.03374331	31.52223462	79.07225609	332	2	45	875549.6302	332	43	45	-1193	-5722046.5	1310771.125
44	46	10.40169655	32.67816427	84.97779134	329	2	46	875538.118	329	44	46	-1193	-5722049.5	1310751.625
45	47	8.494741153	26.68678641	56.67384725	327	2	47	875532.4639	327	45	47	-1193	-5722047	1310743.75
46	48	10.66879178	33.51700415	89.39650133	323	2	48	875527.4936	323	46	48	-1193	-5722036.5	1310752.375
47	49	10.82753198	34.01559665	92.07597414	340	2	49	875555.9944	340	47	49	-1193	-5722055	1310770.625
48	50	7.335931529	23.04621131	42.26581181	347	2	50	875563.8803	347	48	50	-1193	-5722057	1310779.125
49	51	4.070178573	12.78665089	13.01079253	344	2	51	875560.259	344	49	51	-1193	-5722053.5	1310776.25
50	52	8.584809891	26.97006453	57.88340987	336	2	52	875552.8862	336	50	52	-1193	-5722055	1310763.875
51	53	4.591669983	14.4251453	16.55886359	335	2	53	875552.178	335	51	53	-1193	-5722057.5	1310758.75
52	54	4.283895444	13.45841205	14.4137763	331	2	54	875547.4115	331	52	54	-1193	-5722054	1310755.75
53	55	11.77090744	36.97918734	108.8190329	311	2	55	875510.1838	311	53	55	-1193	-5722000.5	1310769.875
54	56	12.86158271	40.40560277	129.9191935	341	2	56	875558.3429	341	54	56	-1193	-5722084	1310740.875
55	57	12.48927526	39.23625536	122.5082231	338	2	57	875553.8616	338	55	57	-1193	-5722071	1310747.375
56	58	13.2622038	41.66455182	138.1413084	343	2	58	875559.6385	343	56	58	-1193	-5722072	1310758.125
57	59	15.67192568	49.23494193	192.902118	349	2	59	875571.3351	349	57	59	-1193	-5722076	1310775.25
58	60	5.101712628	16.02733114	20.44149033	348	2	60	875566.7735	348	58	60	-1193	-5722068.5	1310767.75
59	61	7.747884786	24.34056873	47.14673028	342	2	61	875559.6272	342	59	61	-1193	-5722064.5	1310763.75
60	62	29.22914327	91.82581831	670.9957209	337	2	62	875553.3557	337	60	62	-1193	-5722044.5	1310791.25
61	63	6.511027664	20.45490977	33.29547937	334	2	63	875551.3963	334	61	63	-1193	-5722061	1310753.375
62	64	11.74001276	36.88248668	108.2506529	314	2	64	875513.3472	314	62	64	-1193	-5721963.5	1310820.625
63	65	10.53712567	33.10329854	87.20325128	321	2	65	875519.8164	321	63	65	-1193	-5721965	1310829.25
64	66	13.48156829	42.35388621	142.7501808	310	2	66	875510.0939	310	64	66	-1193	-5721953.5	1310828.75
65	67	6.653108585	20.90136796	34.7647858	307	2	67	875507.6849	307	65	67	-1193	-5721952.5	1310821.25
66	68	8.378146774	26.32049347	55.12875578	304	2	68	875502.9071	304	66	68	-1193	-5721947.5	1310821.375
67	69	3.418611971	10.73984865	9.178811654	308	2	69	875508.7715	308	67	69	-1193	-5721955.5	1310818
68	71	5.440726107	17.09240423	23.24858078	301	2	71	875499.2064	301	68	71	-1193	-5721949.5	1310812.5
69	72	7.65827849	24.05894486	46.06205289	298	2	72	875496.9868	298	69	72	-1193	-5721953	1310805.875
70	73	16.50143031	51.84057075	213.8600602	292	2	73	875489.2913	292	70	73	-1193	-5721936	1310822.875
71	74	5.605701251	17.61073774	24.68000455	322	2	74	875525.3517	322	71	74	-1193	-5721963	1310836.125
72	75	19.17114353	60.22774317	288.6578121	285	2	75	875480.0285	285	72	75	-1193	-5721941.5	1310801.25
73	76	10.25472741	32.21609083	82.59158833	339	2	76	875555.552	339	73	76	-1193	-5722016	1310820
74	77	6.804410481	21.37665306	36.36382452	324	2	77	875528.0735	324	74	77	-1193	-5721980.5	1310820.625
75	78	58.33883351	183.2771053	2673.046845	58	2	78	874971.7415	58	75	78	-1138	-5721457	1310644.75
76	79	20.01185631	62.86922594	314.5331052	11	2	79	874846.9447	11	76	79	-1164	-5721343	1310573.375
77	80	14.70494702	46.19711997	169.8321623	14	2	80	874862.3729	14	77	80	-1164	-5721349.5	1310584.75
78	81	21.59307665	67.83647631	366.1986152	15	2	81	874863.2867	15	78	81	-1164	-5721348	1310596.75
79	82	19.71509757	61.93702051	305.2746594	22	2	82	874881.5096	22	79	82	-1138	-5721353	1310612.5
80	83	10.46581441	32.87948531	86.02806549	42	2	83	874921.3682	42	80	83	-1138	-5721375.5	1310642
81	85	24.24071679	76.15427394	461.5074326	12	2	85	874859.2456	12	81	85	-1211	-5721372	1310561.75
82	86	22.34883984	70.21114144	392.2854524	10	2	86	874843.2064	10	82	86	-1211	-5721364.5	1310541.75
83	87	9.680226607	30.41101657	73.59562733	49	2	87	874938.4712	49	83	87	-1138	-5721426	1310604.5
84	88	21.34877106	67.06927094	357.9623141	51	2	88	874944.7926	51	84	88	-1138	-5721433.5	1310615
85	90	14.88998414	46.77833572	174.1324333	54	2	90	874960.7007	54	85	90	-1138	-5721437	1310627.25
86	91	25.02422008	78.61611028	491.8279896	39	2	91	874914.7449	39	86	91	-1211	-5721429.5	1310577.125
87	92	11.12963299	34.96452826	97.2849102	50	2	92	874941.2564	50	87	92	-1138	-5721432.5	1310600.5
88	93	11.77719172	36.99905532	108.9359956	46	2	93	874930.4083	46	88	93	-1211	-5721428	1310592.875
89	94	31.59221134	99.24956294	783.8759533	45	2	94	874925.2986	45	89	94	-1211	-5721459.5	1310561.75
90	95	34.20105227	107.4457697	918.6895556	48	2	95	874937.558	48	90	95	-1211	-5721452.5	1310590.375
91	96	9.256402675	29.07999931	67.29439915	56	2	96	874964.1877	56	91	96	-1211	-5721470.5	1310586.625
92	97	15.05130035	47.28536194	177.9277026	34	2	97	874907.1755	34	92	97	-1211	-5721444.5	1310534.5
93	98	11.66659036	36.65170485	106.900195	40	2	98	874918.662	40	93	98	-1211	-5721455.5	1310538.5
94	99	14.70427677	46.19491728	169.8159674	47	2	99	874931.3615	47	94	99	-1211	-5721464	1310550.5
95	100	25.56621342	80.31857669	513.3601387	25	2	100	874883.4314	25	95	100	-1211	-5721412	1310545.875
96	101	12.46554421	39.16160308	122.0424897	44	2	101	874924.8671	44	96	101	-1211	-5721442.5	1310563.625
97	102	15.85985826	49.82512036	197.5544646	35	2	102	874910.0949	35	97	102	-1211	-5721426.5	1310561.875
98	103	12.18590836	38.28324001	116.6292568	32	2	103	874903.3539	32	98	103	-1211	-5721418	1310558.125
99	104	9.550012895	30.00230089	71.63071075	31	2	104	874902.6722	31	99	104	-1211	-5721425	1310550.625
100	105	7.956998761	24.99759388	49.72634655	37	2	105	874913.0592	37	100	105	-1211	-5721455	1310528.5
101	107	45.02209809	141.4412889	1591.998106	63	2	107	875002.5962	63	101	107	-1138	-5721517.5	1310617.75
102	108	6.13486997	19.27351301	29.56050838	66	2	108	875010.1007	66	102	108	-1138	-5721516.5	1310599.5
103	109	28.40127861	89.22528581	633.5283171	62	2	109	875000.4085	62	103	109	-1138	-5721499.5	1310622.125
104	110	18.82899148	59.15304807	278.4481855	77	2	110	875023.8083	77	104	110	-1138	-5721510	1310639
105	111	11.27105788	35.40913135	99.77475769	81	2	111	875034.7985	81	105	111	-1138	-5721512	1310647.375
106	112	11.44922108	35.96878432	102.953628	78	2	112	875030.4941	78	106	112	-1138	-5721503	1310651.75
107	113	6.085721578	19.11908487	29.0887017	69	2	113	875015.5831	69	107	113	-1138	-5721496.5	1310632.875
108	114	5.745972198	18.05154434	25.93097587	70	2	114	875015.813	70	108	114	-1138	-5721489.5	1310641.875
109	115	11.13463868	34.98076833	97.37530351	60	2	115	874990.1626	60	109	115	-1138	-5721479.5	1310616.875
110	116	7.281704459	22.87621787	41.64458935	61	2	116	874997.8968	61	110	116	-1138	-5721486	1310619.5
111	118	52.60818023	165.2736374	2173.688495	64	2	118	875003.2437	64	111	118	-1211	-5721551	1310572.625
112	119	45.34069619	142.4418709	1614.601956	75	2	119	875021.2081	75	112	119	-1138	-5721548	1310604.625
113	120	23.57014026	74.04755289	436.3264667	83	2	120	875037.9491	83	113	120	-1138	-5721541.5	1310626
114	121	24.21129269	76.06172805	460.3864276	98	2	121	875059.6307	98	114	121	-1138	-5721553	1310645.875
115	122	9.531878432	29.94529538	71.3587672	90	2	122	875047.2764	90	115	122	-1138	-5721531.5	1310638.875
116	123	33.40117252	104.932977	876.2219411	105	2	123	875068.7351	105	116	123	-1138	-5721583.5	1310621.75
117	125	11.56347148	36.32763517	105.0181566	125	2	125	875092.3269	125	117	125	-1138	-5721579	1310649.875
118	126	9.370709588	29.43882684	68.9653801	126	2	126	875093.4283	126	118	126	-1138	-5721584.5	1310642
119	127	18.4558497	57.98087539	267.5221044	111	2	127	875075.375	111	119	127	-1138	-5721572.5	1310640.75
120	128	20.58993804	64.68539274	332.9680591	129	2	128	875096.7388	129	120	128	-1138	-5721599.5	1310635.75
121	129	20.73141784	65.12967192	337.5576206	135	2	129	875104.2224	135	121	129	-1138	-5721614.5	1310634.25
122	130	24.91598286	78.2756084	487.5768078	132	2	130	875100.787	132	122	130	-1138	-5721590	1310658.125
123	131	20.20267978	63.46872958	320.560308	142	2	131	875115.7305	142	123	131	-1138	-5721594.5	1310677.5
124	132	13.35325864	41.95031502	140.0427366	153	2	132	875138.8298	153	124	132	-1138	-5721609.5	1310688.625
125	133	17.48889255	54.94300842	240.2232329	148	2	133	875129.2884	148	125	133	-1138	-5721626	1310654.5
126	134	11.68240966	36.70123473	107.1893128	145	2	134	875119.7026	145	126	134	-1138	-5721618	1310645.5
127	135	32.55136272	102.2629386	832.1980101	141	2	135	875113.5517	141	127	135	-1138	-5721577.5	1310699.875
128	136	11.43799151	35.93362819	102.7524712	136	2	136	875104.6764	136	128	136	-1138	-5721570.5	1310680.125
129	137	10.88476039	34.19530241	93.0514261	172	2	137	875180.626	172	129	137	-1138	-5721606	1310754.25
130	138	39.71426027	124.7658783	1238.744652	79	2	138	875031.9014	79	130	138	-1138	-5721470	1310717.375
131	139	18.76249212	58.943818	276.4818727	104	2	139	875068.1015	104	131	139	-1138	-5721484.5	1310738.125
132	140	19.80450636	62.2179558	308.0502829	130	2	140	875099.999	130	132	140	-1138	-5721536.5	1310718.625
133	141	14.0603316	44.17213512	155.2697737	108	2	141	875069.7872	108	133	141	-1138	-5721517	1310695.75
134	142	8.060857204	25.32381006	51.03266294	120	2	142	875085.4977	120	134	142	-1138	-5721512	1310724
135	143	13.81008275	43.38539455	149.7880747	99	2	143	875061.2941	99	135	143	-1138	-5721514	1310684
136	144	36.88116886	115.865571	1068.314071	55	2	144	874962.32	55	136	144	-1211	-5721487.5	1310580.875
137	145	14.19312176	44.58928599	158.2162811	52	2	145	874954.5365	52	137	145	-1211	-5721485	1310559.375
138	146	27.59874445	86.70395317	598.2296501	59	2	146	874973.6164	59	138	146	-1211	-5721511.5	1310567.875
139	147	21.68503934	68.12527097	369.3232268	29	2	147	874892.566	29	139	147	-1211	-5721440	1310524
140	148	21.90521161	68.81736715	376.8653787	38	2	148	874913.0769	38	140	148	-1211	-5721480.5	1310505.625
141	149	16.98034376	53.34559324	226.4577741	33	2	149	874903.8187	33	141	149	-1211	-5721490.5	1310474
142	150	10.49016302	32.95577042	86.42772341	28	2	150	874892.3858	28	142	150	-1211	-5721485.5	1310460.125
143	151	15.47363603	48.6117045	188.0493491	20	2	151	874876.8093	20	143	151	-1211	-5721451.5	1310483.75
144	154	15.87660861	49.8778449	197.9727869	119	2	154	875085.2664	119	144	154	-1211	-5721640.5	1310567.75
145	155	20.90658653	65.68011036	343.287416	124	2	155	875091.2795	124	145	155	-1211	-5721653.5	1310567.25
146	156	15.2352602	47.8627924	182.2998037	121	2	156	875087.3956	121	146	156	-1211	-5721653.5	1310553.5
147	157	11.73297448	36.86038221	108.1209379	133	2	157	875102.5197	133	147	157	-1211	-5721667	1310557.75
148	158	60.73458536	190.8034918	2897.095238	101	2	158	875064.436	101	148	158	-1211	-5721674.5	1310524.75
149	159	54.71969594	171.9068823	2351.671544	123	2	159	875089.2233	123	149	159	-1211	-5721699.5	1310521.875
150	160	19.7158046	61.93922164	305.2963576	107	2	160	875069.4735	107	150	160	-1211	-5721689	1310488
151	161	39.01613599	122.5726263	1195.575809	106	2	161	875069.4252	106	151	161	-1211	-5721721.5	1310451.5
152	162	30.33495245	95.30011199	722.7314571	110	2	162	875073.7546	110	152	162	-1211	-5721707	1310480.625
153	163	49.39778165	155.1878571	1916.485813	100	2	163	875061.7303	100	153	163	-1211	-5721736	1310421.25
154	164	20.28236415	63.71895284	323.0928862	86	2	164	875039.7195	86	154	164	-1211	-5721756	1310354.5
155	165	15.43581235	48.49312119	187.1330136	102	2	165	875064.6585	102	155	165	-1211	-5721760	1310389
156	166	13.69500807	43.02426868	147.3048784	93	2	166	875053.6754	93	156	166	-1211	-5721752.5	1310378.625
157	167	13.87663667	43.59493878	151.2384717	95	2	167	875056.6842	95	157	167	-1211	-5721760.5	1310374.375
158	168	20.56049046	64.59273781	332.0148598	94	2	168	875054.5568	94	158	168	-1211	-5721722	1310418.625
159	169	25.1952071	79.15338392	498.573405	84	2	169	875038.9108	84	159	169	-1211	-5721709.5	1310416.5
160	170	9.884034296	31.05146987	76.72810319	85	2	170	875039.62	85	160	170	-1211	-5721696.5	1310421.5
161	171	14.39563991	45.22510178	162.7605849	92	2	171	875050.8534	92	161	171	-1211	-5721741	1310389.125
162	172	16.15656306	50.7573068	205.0157736	80	2	172	875034.4809	80	162	172	-1211	-5721714	1310399.75
163	173	8.012869295	25.17312884	50.42716271	89	2	173	875045.7601	89	163	173	-1211	-5721695	1310433.75
164	174	11.39682386	35.80405288	102.0127642	68	2	174	875014.7627	68	164	174	-1211	-5721624.5	1310473.375
165	175	11.4695536	36.03277152	103.3202556	88	2	175	875045.2815	88	165	175	-1211	-5721642	1310501.625
166	176	14.74855379	46.33371111	170.8379333	74	2	176	875020.5194	74	166	176	-1211	-5721631.5	1310473.625
167	178	4.311320179	13.54410621	14.59791523	97	2	178	875059.1652	97	167	178	-1211	-5721660	1310496
168	179	10.39648027	32.66172666	84.89232263	96	2	179	875058.7267	96	168	179	-1211	-5721668.5	1310488.75
169	180	178.5649276	560.9783031	25042.76423	36	2	180	874910.1737	36	169	180	-1211	-5721561.5	1310522.875
170	181	30.72417802	96.52257161	741.392015	18	2	181	874875.1957	18	170	181	-1211	-5721437	1310505.25
171	182	19.59766802	61.56773612	301.64526	13	2	182	874861.883	13	171	182	-1211	-5721432	1310484.875
172	183	20.69924791	65.02880378	336.5128605	127	2	183	875093.4405	127	172	183	-1138	-5721621	1310606
173	184	15.76876486	49.53908555	195.2927439	116	2	184	875081.1779	116	173	184	-1211	-5721613.5	1310594.125
174	185	19.93220512	62.61885309	312.0328759	112	2	185	875075.8739	112	174	185	-1211	-5721617.5	1310579.375
175	186	7.616108187	23.92678064	45.55737287	114	2	186	875077.7148	114	175	186	-1211	-5721624	1310570.125
176	188	8.027479233	25.21919525	50.61189333	118	2	188	875084.9514	118	176	188	-1211	-5721632	1310572.125
177	189	6.479003777	20.35438312	32.96901905	115	2	189	875079.3128	115	177	189	-1211	-5721631	1310564.75
178	190	6.793781576	21.34299441	36.24940123	113	2	190	875076.1302	113	178	190	-1211	-5721630.5	1310559.875
179	191	19.36316638	60.83097271	294.4690519	103	2	191	875065.1684	103	179	191	-1211	-5721599.5	1310586.5
180	192	38.77801605	121.8244882	1181.025642	140	2	192	875110.808	140	180	192	-1138	-5721651.5	1310609.5
181	193	13.00869305	40.86772219	132.9079627	134	2	193	875104.156	134	181	193	-1211	-5721643.5	1310589.375
182	194	6.442047909	20.23829258	32.59401614	138	2	194	875109.7621	138	182	194	-1138	-5721630.5	1310611.25
183	195	5.947980458	18.6861931	27.78636914	139	2	195	875110.5002	139	183	195	-1138	-5721635	1310605.875
184	196	6.427779019	20.19352926	32.44999185	137	2	196	875106.686	137	184	196	-1138	-5721631	1310604.125
185	197	8.691411919	27.30496749	59.32987911	131	2	197	875100.613	131	185	197	-1211	-5721632.5	1310595.375
186	198	19.99723375	62.82326836	314.0734241	154	2	198	875138.8435	154	186	198	-1138	-5721668	1310620
187	199	10.19451251	32.02728046	81.62632835	158	2	199	875147.0881	158	187	199	-1138	-5721665.5	1310629.25
188	201	76.03556223	238.8725343	4540.6975	144	2	201	875116.6216	144	188	201	-1138	-5721688.5	1310599.875
189	202	34.69614471	109.0009877	945.4770737	179	2	202	875218.6931	179	189	202	-1138	-5721701	1310706.625
190	203	15.00126622	47.12765971	176.7428622	185	2	203	875231.7255	185	190	203	-1138	-5721714.5	1310700.25
191	204	10.51167158	33.02312554	86.781367	187	2	204	875241.8425	187	191	204	-1138	-5721724.5	1310701.375
192	205	40.91095776	128.5255018	1314.524705	173	2	205	875186.4549	173	192	205	-1138	-5721699.5	1310663.125
193	206	9.850357608	30.94594427	76.20748236	180	2	206	875220.5513	180	193	206	-1138	-5721707	1310686.375
194	207	17.61406624	55.33620526	243.6738265	165	2	207	875167.2095	165	194	207	-1138	-5721676.5	1310648.25
195	208	9.121627681	28.6567204	65.34962632	170	2	208	875178.7534	170	195	208	-1138	-5721682	1310655.75
196	209	7.933747971	24.92489689	49.43754278	171	2	209	875179.1494	171	196	209	-1138	-5721686	1310649.5
197	210	27.7150443	87.0692069	603.2805352	182	2	210	875223.3989	182	197	210	-1138	-5721745.5	1310652.75
198	211	22.14689659	69.57634108	385.2239749	204	2	211	875273.1299	204	198	211	-1138	-5721781.5	1310685.875
199	212	19.39326398	60.92542889	295.3842441	201	2	212	875270.2512	201	199	212	-1138	-5721784.5	1310675.25
200	213	16.19325803	50.87256801	205.9479428	188	2	213	875247.3007	188	200	213	-1138	-5721760	1310669.125
201	215	59.10374603	185.6801912	2743.603101	167	2	215	875175.779	167	201	215	-1138	-5721746.5	1310608
202	216	47.35697036	148.7760891	1761.393594	174	2	216	875191.4682	174	202	216	-1211	-5721775.5	1310581
203	217	42.45733651	133.3835004	1415.775384	177	2	217	875209.9639	177	203	217	-1268	-5721811	1310571.625
204	218	19.87552043	62.44095012	310.2623957	190	2	218	875250.7702	190	204	218	-1268	-5721825	1310596.25
205	219	13.10687044	41.17633416	134.9228466	202	2	219	875272.44	202	205	219	-1193	-5721837	1310610.5
206	220	14.51601627	45.60315161	165.4930847	206	2	220	875281.0648	206	206	220	-1193	-5721845	1310613.5
207	221	8.65942809	27.20459655	58.89449676	205	2	221	875278.2838	205	207	221	-1193	-5721851	1310598.5
208	222	18.10824273	56.88862402	257.537808	192	2	222	875252.5574	192	208	222	-1268	-5721837	1310578.875
209	223	8.021168201	25.19944222	50.53264045	198	2	223	875264.2972	198	209	223	-1268	-5721844.5	1310583.875
210	224	10.07200008	31.64193114	79.673904	183	2	224	875227.2914	183	210	224	-1193	-5721788	1310598
211	226	21.70944091	68.20210824	370.1568027	195	2	226	875260.5105	195	211	226	-1193	-5721821.5	1310617.5
212	227	14.73983632	46.30667023	170.6385856	212	2	227	875296.9058	212	212	227	-1193	-5721832.5	1310654.25
213	228	73.78756405	231.8102223	4276.173354	181	2	228	875221.8088	181	213	228	-1193	-5721795	1310632.5
214	229	49.24008187	154.6923955	1904.267982	186	2	229	875236.6573	186	214	229	-1268	-5721883	1310520.25
215	230	12.25445182	38.49864717	117.9454179	166	2	230	875175.354	166	215	230	-1211	-5721782	1310527.625
216	231	80.01360053	251.3699716	5028.250764	164	2	231	875166.6784	164	216	231	-1268	-5721821	1310514.125
217	232	25.02292948	78.61213293	491.7782256	160	2	232	875149.0004	160	217	232	-1211	-5721775.5	1310499.5
218	233	12.92880782	40.6170231	131.2823421	161	2	233	875155.2904	161	218	233	-1268	-5721788	1310492.125
219	234	42.99776839	135.0815701	1452.052556	217	2	234	875320.6748	217	219	234	-1193	-5721896	1310632.375
220	235	14.49332587	45.53204481	164.9773963	219	2	235	875325.6966	219	220	235	-1193	-5721851.5	1310675.125
221	236	28.35759094	89.08771367	631.5762101	216	2	236	875316.3057	216	221	236	-1193	-5721843	1310680.125
222	237	21.25902689	66.7870571	354.9561869	215	2	237	875313.7493	215	222	237	-1193	-5721850	1310664.375
223	238	23.93960575	75.20859909	450.1167084	218	2	238	875322.1351	218	223	238	-1193	-5721801.5	1310738.125
224	239	12.32340139	38.71533187	119.2768356	210	2	239	875292.0725	210	224	239	-1138	-5721776.5	1310714.125
225	240	18.65716417	58.61332246	273.39012	197	2	240	875263.923	197	225	240	-1138	-5721758.5	1310696.625
226	241	5.410619221	16.99790121	22.99221107	199	2	241	875268.5011	199	226	241	-1138	-5721764.5	1310688.125
227	242	5.979016384	18.78333195	28.07601096	207	2	242	875284.4531	207	227	242	-1138	-5721767	1310710.125
228	243	7.634109628	23.98354663	45.77379792	189	2	243	875249.4415	189	228	243	-1138	-5721751.5	1310675.625
229	244	40.02343032	125.7371425	1258.106219	231	2	244	875378.6868	231	229	244	-1193	-5721815.5	1310814.625
230	245	36.34319373	114.1755423	1037.376252	214	2	245	875312.2382	214	230	245	-1138	-5721770.5	1310770
231	246	22.34704628	70.20536337	392.2208883	220	2	246	875330.0049	220	231	246	-1138	-5721766	1310794.5
232	247	12.48156314	39.2121829	122.3579453	225	2	247	875351.4412	225	232	247	-1138	-5721781.5	1310799.625
233	248	19.93393869	62.62404705	312.0846416	236	2	248	875392.2864	236	233	248	-1193	-5721853	1310779
234	249	20.15496531	63.31863928	319.0459841	243	2	249	875407.1226	243	234	249	-1193	-5721850.5	1310802.75
235	250	24.21119879	76.06172805	460.3864276	250	2	250	875423.046	250	235	250	-1193	-5721878	1310800.5
236	251	15.13262485	47.54046499	179.8527101	262	2	251	875450.6595	262	236	251	-1193	-5721886.5	1310823.125
237	252	14.0391328	44.10537213	154.8007703	256	2	252	875432.3906	256	237	252	-1193	-5721864.5	1310821.125
238	253	6.164233479	19.36542562	29.84312025	269	2	253	875459.9936	269	238	253	-1193	-5721881	1310838
239	254	12.1027135	38.02194733	115.0426422	254	2	254	875426.4347	254	239	254	-1193	-5721908	1310758
240	255	6.426818441	20.19074388	32.44104052	268	2	255	875458.3476	268	240	255	-1193	-5721943.5	1310757.625
241	256	13.99087819	43.95391473	153.7394272	272	2	256	875465.151	272	241	256	-1193	-5721953	1310760.25
242	257	10.17221763	31.95709793	81.26897887	273	2	257	875466.5864	273	242	257	-1193	-5721959	1310751.375
243	258	15.15121949	47.59889576	180.2950866	279	2	258	875474.0012	279	243	258	-1193	-5721957	1310767.375
244	259	26.69731692	83.87207416	559.789699	287	2	259	875481.5968	287	244	259	-1193	-5721979	1310759.625
245	260	11.02829641	34.6461121	95.52106338	295	2	260	875493.1413	295	245	260	-1193	-5721955.5	1310798.875
246	261	12.41808336	39.012799	121.1167912	320	2	261	875519.2349	320	246	261	-1193	-5721981	1310809.625
247	262	12.61806268	39.64096762	125.0485412	265	2	262	875453.1886	265	247	262	-1193	-5721913	1310791.75
248	263	7.991793235	25.1072367	50.16351609	270	2	263	875464.16	270	248	263	-1193	-5721921	1310794.75
